,,,,,,,,,,,
,,,,,,,,,,,
MXCA Index Settings Total Return Analysis,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,
MSCI Canada Index Max Cuml Total Return 3896.5891% On 03/31/2022,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,
,,,,,,,,,,,
3/31/1975,110.38,--,3.70%,3.70%,-3.17%,-3.17%,,,,,
2/28/1975,113.99,--,7.09%,7.09%,2.47%,2.47%,,,,,
1/31/1975,111.25,--,4.51%,4.51%,15.19%,15.19%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
12/31/1974,96.58,--,-9.27%,-9.27%,0.18%,0.18%,,,,,
11/29/1974,96.4,--,-9.43%,-9.43%,-8.97%,-8.97%,,,,,
10/31/1974,105.9,--,-0.51%,-0.51%,10.54%,10.54%,,,,,
,,,,,,,,,,,
9/30/1974,95.8,--,-10.00%,-10.00%,-10.48%,-10.48%,,,,,
8/30/1974,107.01,--,0.54%,0.54%,-10.20%,-10.20%,,,,,
7/31/1974,119.17,--,11.95%,11.95%,1.47%,1.47%,,,,,
,,,,,,,,,,,
6/28/1974,117.45,--,10.34%,10.34%,-3.87%,-3.87%,,,,,
5/31/1974,122.18,--,14.78%,14.78%,-8.31%,-8.31%,,,,,
4/30/1974,133.24,--,25.18%,25.18%,-7.12%,-7.12%,,,,,
,,,,,,,,,,,
3/29/1974,143.46,--,34.78%,34.78%,-3.28%,-3.28%,,,,,
2/28/1974,148.33,--,39.35%,39.35%,4.35%,4.35%,,,,,
1/31/1974,142.15,--,33.54%,33.54%,2.54%,2.54%,,,,,
,,,,,,,,,,,
12/31/1973,138.63,--,30.24%,30.24%,-0.54%,-0.54%,,,,,
11/30/1973,139.38,--,30.94%,30.94%,-9.66%,-9.66%,,,,,
10/31/1973,154.29,--,44.95%,44.95%,6.95%,6.95%,,,,,
,,,,,,,,,,,
9/28/1973,144.26,--,35.52%,35.52%,3.05%,3.05%,,,,,
8/31/1973,139.99,--,31.52%,31.52%,-0.43%,-0.43%,,,,,
7/31/1973,140.59,--,32.08%,32.08%,5.27%,5.27%,,,,,
,,,,,,,,,,,
6/29/1973,133.56,--,25.47%,25.47%,1.56%,1.56%,,,,,
5/31/1973,131.5,--,23.54%,23.54%,-3.84%,-3.84%,,,,,
4/30/1973,136.75,--,28.47%,28.47%,-4.54%,-4.54%,,,,,
,,,,,,,,,,,
3/30/1973,143.25,--,34.58%,34.58%,0.11%,0.11%,,,,,
2/28/1973,143.09,--,34.43%,34.43%,-2.25%,-2.25%,,,,,
1/31/1973,146.39,--,37.53%,37.53%,-0.40%,-0.40%,,,,,
,,,,,,,,,,,
12/29/1972,146.98,--,38.08%,38.08%,3.97%,3.97%,,,,,
11/30/1972,141.36,--,32.81%,32.81%,4.52%,4.52%,,,,,
10/31/1972,135.26,--,27.07%,27.07%,-2.47%,-2.47%,,,,,
,,,,,,,,,,,
9/29/1972,138.68,--,30.28%,30.28%,-0.79%,-0.79%,,,,,
8/31/1972,139.78,--,31.32%,31.32%,6.78%,6.78%,,,,,
7/31/1972,130.9,--,22.98%,22.98%,0.84%,0.84%,,,,,
,,,,,,,,,,,
6/30/1972,129.81,--,21.95%,21.95%,0.43%,0.43%,,,,,
5/31/1972,129.25,--,21.43%,21.43%,5.17%,5.17%,,,,,
4/28/1972,122.89,--,15.45%,15.45%,0.48%,0.48%,,,,,
,,,,,,,,,,,
3/31/1972,122.3,--,14.90%,14.90%,-0.35%,-0.35%,,,,,
2/29/1972,122.73,--,15.30%,15.30%,3.49%,3.49%,,,,,
1/31/1972,118.6,--,11.42%,11.42%,4.50%,4.50%,,,,,
,,,,,,,,,,,
12/31/1971,113.49,--,6.62%,6.62%,11.11%,11.11%,,,,,
11/30/1971,102.14,--,-4.04%,-4.04%,-0.41%,-0.41%,,,,,
10/29/1971,102.57,--,-3.64%,-3.64%,-5.25%,-5.25%,,,,,
,,,,,,,,,,,
9/30/1971,108.25,--,1.70%,1.70%,-0.96%,-0.96%,,,,,
8/31/1971,109.3,--,2.68%,2.68%,3.48%,3.48%,,,,,
7/30/1971,105.63,--,-0.77%,-0.77%,0.07%,0.07%,,,,,
,,,,,,,,,,,
6/30/1971,105.55,--,-0.84%,-0.84%,-0.85%,-0.85%,,,,,
5/31/1971,106.46,--,0.01%,0.01%,-2.90%,-2.90%,,,,,
4/30/1971,109.63,--,3.00%,3.00%,-0.59%,-0.59%,,,,,
,,,,,,,,,,,
3/31/1971,110.29,--,3.61%,3.61%,4.01%,4.01%,,,,,
2/26/1971,106.03,--,-0.39%,-0.39%,-0.39%,-0.39%,,,,,
1/29/1971,106.44,--,0.00%,0.00%,--,--,,,,,
